Date,Child,Total Animals Tested,Correctly Identified,Pronunciation Accuracy (%)
2024-06-27,Child 3,10,4,85.2
2024-06-27,Child 4,10,1,91.35
2024-06-27,Child 5,10,8,95.92
2024-06-27,Child 6,10,10,80.57
2024-06-27,Child 7,10,6,99.85
2024-06-27,Child 8,10,5,63.77
2024-06-27,Child 9,10,7,69.96
2024-06-27,Child 10,10,5,88.27
2024-06-28,Child 1,10,5,63.8
2024-06-28,Child 2,10,3,96.12
2024-06-28,Child 3,10,10,92.27
2024-06-28,Child 4,10,9,60.23
2024-06-28,Child 5,10,10,69.66
2024-06-28,Child 6,10,0,0.0
2024-06-28,Child 7,10,2,60.9
2024-06-28,Child 8,10,10,93.97
2024-06-28,Child 9,10,5,82.65
2024-06-28,Child 10,10,4,69.28
2024-06-29,Child 1,10,5,60.69
2024-06-29,Child 2,10,7,84.95
2024-06-29,Child 3,10,3,61.56
2024-06-29,Child 4,10,10,60.21
2024-06-29,Child 5,10,2,84.98
2024-06-29,Child 6,10,4,76.09
2024-06-29,Child 7,10,2,83.24
2024-06-29,Child 8,10,2,77.69
2024-06-29,Child 9,10,9,65.54
2024-06-29,Child 10,10,8,69.16
2024-06-30,Child 1,10,2,94.74
2024-06-30,Child 2,10,10,97.17
2024-06-30,Child 3,10,6,84.74
2024-06-30,Child 4,10,10,78.77
2024-06-30,Child 5,10,4,99.24
2024-06-30,Child 6,10,3,94.44
2024-06-30,Child 7,10,9,88.6
2024-06-30,Child 8,10,8,80.16
2024-06-30,Child 9,10,10,93.31
2024-06-30,Child 10,10,10,87.1
2024-07-01,Child 1,10,1,64.4
2024-07-01,Child 2,10,10,66.69
2024-07-01,Child 3,10,4,62.18
2024-07-01,Child 4,10,10,87.89
2024-07-01,Child 5,10,8,62.79
2024-07-01,Child 6,10,5,66.25
2024-07-01,Child 7,10,6,83.97
2024-07-01,Child 8,10,7,88.21
2024-07-01,Child 9,10,5,83.19
2024-07-01,Child 10,10,0,0.0
2024-07-02,Child 1,10,1,60.77
2024-07-02,Child 2,10,0,0.0
2024-07-02,Child 3,10,6,66.86
2024-07-02,Child 4,10,7,92.11
2024-07-02,Child 5,10,5,81.44
2024-07-02,Child 6,10,7,98.14
2024-07-02,Child 7,10,1,82.9
2024-07-02,Child 8,10,5,85.7
2024-07-02,Child 9,10,5,83.33
2024-07-02,Child 10,10,7,63.8
2024-07-03,Child 1,10,10,62.08
2024-07-03,Child 2,10,7,62.66
2024-07-03,Child 3,10,9,63.38
2024-07-03,Child 4,10,3,95.24
2024-07-03,Child 5,10,10,68.45
2024-07-03,Child 6,10,10,95.44
2024-07-03,Child 7,10,10,89.5
2024-07-03,Child 8,10,7,95.38
2024-07-03,Child 9,10,8,99.89
2024-07-03,Child 10,10,3,68.65
2024-07-04,Child 1,10,0,0.0
2024-07-04,Child 2,10,6,84.76
2024-07-04,Child 3,10,4,62.5
2024-07-04,Child 4,10,3,73.9
2024-07-04,Child 5,10,4,99.01
2024-07-04,Child 6,10,0,0.0
2024-07-04,Child 7,10,0,0.0
2024-07-04,Child 8,10,9,97.52
2024-07-04,Child 9,10,2,82.08
2024-07-04,Child 10,10,1,62.84
2024-07-05,Child 1,10,9,69.17
2024-07-05,Child 2,10,3,62.21
2024-07-05,Child 3,10,7,64.04
2024-07-05,Child 4,10,3,77.54
2024-07-05,Child 5,10,3,98.92
2024-07-05,Child 6,10,8,98.71
2024-07-05,Child 7,10,7,60.35
2024-07-05,Child 8,10,6,91.93
2024-07-05,Child 9,10,7,68.79
2024-07-05,Child 10,10,7,65.19
2024-07-06,Child 1,10,6,74.62
2024-07-06,Child 2,10,3,86.96
2024-07-06,Child 3,10,3,68.42
2024-07-06,Child 4,10,5,95.93
2024-07-06,Child 5,10,1,73.71
2024-07-06,Child 6,10,7,66.2
2024-07-06,Child 7,10,6,63.94
2024-07-06,Child 8,10,6,88.27
2024-07-06,Child 9,10,4,79.14
2024-07-06,Child 10,10,9,80.22
2024-07-07,Child 1,10,7,84.96
2024-07-07,Child 2,10,6,63.29
2024-07-07,Child 3,10,6,99.37
2024-07-07,Child 4,10,9,92.9
2024-07-07,Child 5,10,9,71.28
2024-07-07,Child 6,10,1,78.34
2024-07-07,Child 7,10,8,82.97
2024-07-07,Child 8,10,2,99.67
2024-07-07,Child 9,10,0,0.0
2024-07-07,Child 10,10,9,72.56
2024-07-08,Child 1,10,6,93.6
2024-07-08,Child 2,10,0,0.0
2024-07-08,Child 3,10,8,97.62
2024-07-08,Child 4,10,9,67.81
2024-07-08,Child 5,10,1,78.83
2024-07-08,Child 6,10,8,79.7
2024-07-08,Child 7,10,5,93.53
2024-07-08,Child 8,10,6,64.68
2024-07-08,Child 9,10,1,64.93
2024-07-08,Child 10,10,6,78.16
2024-07-09,Child 1,10,8,80.55
2024-07-09,Child 2,10,7,67.86
2024-07-09,Child 3,10,0,0.0
2024-07-09,Child 4,10,0,0.0
2024-07-09,Child 5,10,4,80.41
2024-07-09,Child 6,10,8,80.52
2024-07-09,Child 7,10,5,69.19
2024-07-09,Child 8,10,6,97.29
2024-07-09,Child 9,10,10,65.65
2024-07-09,Child 10,10,5,94.19
2024-07-10,Child 1,10,4,71.15
2024-07-10,Child 2,10,2,67.31
2024-07-10,Child 3,10,1,96.13
2024-07-10,Child 4,10,5,98.8
2024-07-10,Child 5,10,7,74.85
2024-07-10,Child 6,10,5,74.98
2024-07-10,Child 7,10,2,97.56
2024-07-10,Child 8,10,10,73.5
2024-07-10,Child 9,10,10,93.8
2024-07-10,Child 10,10,4,67.0
2024-07-11,Child 1,10,8,61.01
2024-07-11,Child 2,10,4,94.96
2024-07-11,Child 3,10,6,83.56
2024-07-11,Child 4,10,3,60.03
2024-07-11,Child 5,10,9,91.7
2024-07-11,Child 6,10,3,75.06
2024-07-11,Child 7,10,0,0.0
2024-07-11,Child 8,10,5,70.61
2024-07-11,Child 9,10,0,0.0
2024-07-11,Child 10,10,0,0.0
2024-07-12,Child 1,10,7,79.45
2024-07-12,Child 2,10,1,97.94
2024-07-12,Child 3,10,6,71.66
2024-07-12,Child 4,10,7,96.98
2024-07-12,Child 5,10,10,83.6
2024-07-12,Child 6,10,4,78.65
2024-07-12,Child 7,10,8,88.1
2024-07-12,Child 8,10,6,79.49
2024-07-12,Child 9,10,1,80.52
2024-07-12,Child 10,10,6,97.41
2024-07-13,Child 1,10,1,75.91
2024-07-13,Child 2,10,1,66.83
2024-07-13,Child 3,10,4,90.52
2024-07-13,Child 4,10,6,85.86
2024-07-13,Child 5,10,2,84.61
2024-07-13,Child 6,10,8,78.73
2024-07-13,Child 7,10,4,62.01
2024-07-13,Child 8,10,3,71.14
2024-07-13,Child 9,10,8,77.53
2024-07-13,Child 10,10,5,99.86
2024-07-14,Child 1,10,2,90.15
2024-07-14,Child 2,10,8,73.44
2024-07-14,Child 3,10,0,0.0
2024-07-14,Child 4,10,8,84.33
2024-07-14,Child 5,10,7,96.89
2024-07-14,Child 6,10,0,0.0
2024-07-14,Child 7,10,10,92.06
2024-07-14,Child 8,10,2,90.03
2024-07-14,Child 9,10,10,86.06
2024-07-14,Child 10,10,0,0.0
2024-07-15,Child 1,10,9,87.1
2024-07-15,Child 2,10,4,93.4
2024-07-15,Child 3,10,7,75.49
2024-07-15,Child 4,10,1,72.72
2024-07-15,Child 5,10,2,80.99
2024-07-15,Child 6,10,8,71.31
2024-07-15,Child 7,10,2,73.8
2024-07-15,Child 8,10,0,0.0
2024-07-15,Child 9,10,4,98.46
2024-07-15,Child 10,10,7,97.33
2024-07-16,Child 1,10,10,84.46
2024-07-16,Child 2,10,2,67.69
2024-07-16,Child 3,10,1,84.78
2024-07-16,Child 4,10,4,95.39
2024-07-16,Child 5,10,3,74.02
2024-07-16,Child 6,10,0,0.0
2024-07-16,Child 7,10,10,73.59
2024-07-16,Child 8,10,3,87.12
2024-07-16,Child 9,10,0,0.0
2024-07-16,Child 10,10,8,73.88
2024-07-17,Child 1,10,2,72.48
2024-07-17,Child 2,10,2,65.69
2024-07-17,Child 3,10,7,77.71
2024-07-17,Child 4,10,0,0.0
2024-07-17,Child 5,10,9,73.74
2024-07-17,Child 6,10,7,81.64
2024-07-17,Child 7,10,7,97.56
2024-07-17,Child 8,10,1,97.15
2024-07-17,Child 9,10,10,63.69
2024-07-17,Child 10,10,7,83.81
2024-07-18,Child 1,10,7,73.66
2024-07-18,Child 2,10,8,96.53
2024-07-18,Child 3,10,2,69.87
2024-07-18,Child 4,10,5,86.48
2024-07-18,Child 5,10,9,85.9
2024-07-18,Child 6,10,7,83.12
2024-07-18,Child 7,10,2,71.77
2024-07-18,Child 8,10,2,90.28
2024-07-18,Child 9,10,0,0.0
2024-07-18,Child 10,10,2,68.5
2024-07-19,Child 1,10,4,69.98
2024-07-19,Child 2,10,1,94.25
2024-07-19,Child 3,10,1,95.82
2024-07-19,Child 4,10,6,71.8
2024-07-19,Child 5,10,6,64.28
2024-07-19,Child 6,10,5,67.62
2024-07-19,Child 7,10,2,73.68
2024-07-19,Child 8,10,8,94.53
2024-07-19,Child 9,10,3,64.8
2024-07-19,Child 10,10,0,0.0
2024-07-20,Child 1,10,3,71.52
2024-07-20,Child 2,10,9,72.0
2024-07-20,Child 3,10,3,89.36
2024-07-20,Child 4,10,8,66.58
2024-07-20,Child 5,10,8,75.6
2024-07-20,Child 6,10,5,96.1
2024-07-20,Child 7,10,6,86.35
2024-07-20,Child 8,10,1,64.23
2024-07-20,Child 9,10,2,82.66
2024-07-20,Child 10,10,6,87.99
2024-07-21,Child 1,10,7,75.98
2024-07-21,Child 2,10,8,97.71
2024-07-21,Child 3,10,7,93.06
2024-07-21,Child 4,10,4,63.95
2024-07-21,Child 5,10,4,78.56
2024-07-21,Child 6,10,7,63.69
2024-07-21,Child 7,10,5,68.59
2024-07-21,Child 8,10,8,95.83
2024-07-21,Child 9,10,1,89.55
2024-07-21,Child 10,10,2,86.35
2024-07-22,Child 1,10,6,66.9
2024-07-22,Child 2,10,10,89.93
2024-07-22,Child 3,10,5,76.94
2024-07-22,Child 4,10,8,61.27
2024-07-22,Child 5,10,9,77.25
2024-07-22,Child 6,10,1,62.01
2024-07-22,Child 7,10,3,61.09
2024-07-22,Child 8,10,0,0.0
2024-07-22,Child 9,10,6,68.73
2024-07-22,Child 10,10,4,84.56
2024-07-23,Child 1,10,0,0.0
2024-07-23,Child 2,10,8,83.11
2024-07-23,Child 3,10,5,95.91
2024-07-23,Child 4,10,0,0.0
2024-07-23,Child 5,10,5,79.09
2024-07-23,Child 6,10,7,66.33
2024-07-23,Child 7,10,0,0.0
2024-07-23,Child 8,10,0,0.0
2024-07-23,Child 9,10,5,68.36
2024-07-23,Child 10,10,0,0.0
2024-07-24,Child 1,10,5,78.67
2024-07-24,Child 2,10,5,82.63
2024-07-24,Child 3,10,7,92.34
2024-07-24,Child 4,10,5,90.48
2024-07-24,Child 5,10,0,0.0
2024-07-24,Child 6,10,4,68.17
2024-07-24,Child 7,10,5,87.17
2024-07-24,Child 8,10,9,87.35
2024-07-24,Child 9,10,8,84.07
2024-07-24,Child 10,10,4,72.47
2024-07-25,Child 1,10,5,66.45
2024-07-25,Child 2,10,1,98.85
2024-07-25,Child 3,10,0,0.0
2024-07-25,Child 4,10,8,88.59
2024-07-25,Child 5,10,6,76.71
2024-07-25,Child 6,10,6,80.49
2024-07-25,Child 7,10,10,61.76
2024-07-25,Child 8,10,2,63.07
2024-07-25,Child 9,10,2,69.26
2024-07-25,Child 10,10,2,76.13
2024-07-26,Child 1,10,7,72.79
2024-07-26,Child 2,10,0,0.0
2024-07-26,Child 3,10,6,70.21
2024-07-26,Child 4,10,0,0.0
2024-07-26,Child 5,10,2,74.2
2024-07-26,Child 6,10,5,87.03
2024-07-26,Child 7,10,4,62.8
2024-07-26,Child 8,10,3,82.25
2024-07-26,Child 9,10,3,76.77
2024-07-26,Child 10,10,1,82.28
2024-07-27,Child 1,10,5,72.71
2024-07-27,Child 2,10,10,70.49
2024-07-27,Child 3,10,6,68.82
2024-07-27,Child 4,10,7,62.01
2024-07-27,Child 5,10,2,75.18
2024-07-27,Child 6,10,8,71.43
2024-07-27,Child 7,10,9,72.59
2024-07-27,Child 8,10,1,87.1
2024-07-27,Child 9,10,6,89.26
2024-07-27,Child 10,10,10,95.74
2024-07-28,Child 1,10,6,93.32
2024-07-28,Child 2,10,5,97.73
2024-07-28,Child 3,10,3,90.73
2024-07-28,Child 4,10,5,70.05
2024-07-28,Child 5,10,1,69.98
2024-07-28,Child 6,10,9,80.56
2024-07-28,Child 7,10,4,96.06
2024-07-28,Child 8,10,5,73.01
2024-07-28,Child 9,10,10,82.38
2024-07-28,Child 10,10,9,60.26
2024-07-29,Child 1,10,0,0.0
2024-07-29,Child 2,10,3,72.97
2024-07-29,Child 3,10,0,0.0
2024-07-29,Child 4,10,8,68.44
2024-07-29,Child 5,10,5,92.82
2024-07-29,Child 6,10,2,97.87
2024-07-29,Child 7,10,3,75.29
2024-07-29,Child 8,10,6,70.64
2024-07-29,Child 9,10,10,91.21
2024-07-29,Child 10,10,8,84.14
2024-07-30,Child 1,10,6,78.39
2024-07-30,Child 2,10,1,64.82
2024-07-30,Child 3,10,8,67.92
2024-07-30,Child 4,10,9,84.91
2024-07-30,Child 5,10,4,72.29
2024-07-30,Child 6,10,6,76.69
2024-07-30,Child 7,10,1,66.84
2024-07-30,Child 8,10,8,91.89
2024-07-30,Child 9,10,9,63.37
2024-07-30,Child 10,10,9,73.62
2024-07-31,Child 1,10,8,62.1
2024-07-31,Child 2,10,2,84.1
2024-07-31,Child 3,10,1,63.07
2024-07-31,Child 4,10,10,60.95
2024-07-31,Child 5,10,4,97.93
2024-07-31,Child 6,10,6,65.42
2024-07-31,Child 7,10,1,97.06
2024-07-31,Child 8,10,9,97.08
2024-07-31,Child 9,10,10,61.58
2024-07-31,Child 10,10,0,0.0
2024-08-01,Child 1,10,2,75.72
2024-08-01,Child 2,10,4,89.25
2024-08-01,Child 3,10,5,91.26
2024-08-01,Child 4,10,10,72.26
2024-08-01,Child 5,10,9,83.53
2024-08-01,Child 6,10,3,98.95
2024-08-01,Child 7,10,1,62.48
2024-08-01,Child 8,10,10,88.38
2024-08-01,Child 9,10,7,96.17
2024-08-01,Child 10,10,6,81.99
2024-08-02,Child 1,10,7,63.73
2024-08-02,Child 2,10,10,92.23
2024-08-02,Child 3,10,0,0.0
2024-08-02,Child 4,10,7,70.38
2024-08-02,Child 5,10,7,97.22
2024-08-02,Child 6,10,3,78.0
2024-08-02,Child 7,10,4,63.34
2024-08-02,Child 8,10,9,86.51
2024-08-02,Child 9,10,3,79.7
2024-08-02,Child 10,10,4,89.1
2024-08-03,Child 1,10,3,87.75
2024-08-03,Child 2,10,3,66.45
2024-08-03,Child 3,10,9,68.34
2024-08-03,Child 4,10,4,90.41
2024-08-03,Child 5,10,3,81.9
2024-08-03,Child 6,10,8,70.73
2024-08-03,Child 7,10,3,76.31
2024-08-03,Child 8,10,1,62.27
2024-08-03,Child 9,10,3,83.39
2024-08-03,Child 10,10,2,87.89
2024-08-04,Child 1,10,10,85.66
2024-08-04,Child 2,10,3,95.44
2024-08-04,Child 3,10,3,72.48
2024-08-04,Child 4,10,8,69.2
2024-08-04,Child 5,10,2,85.92
2024-08-04,Child 6,10,3,86.9
2024-08-04,Child 7,10,8,65.64
2024-08-04,Child 8,10,3,64.22
2024-08-04,Child 9,10,4,66.25
2024-08-04,Child 10,10,10,74.42
2024-08-05,Child 1,10,9,61.4
2024-08-05,Child 2,10,1,61.2
2024-08-05,Child 3,10,8,66.25
2024-08-05,Child 4,10,6,64.69
2024-08-05,Child 5,10,9,91.75
2024-08-05,Child 6,10,2,83.11
2024-08-05,Child 7,10,2,99.41
2024-08-05,Child 8,10,1,77.37
2024-08-05,Child 9,10,9,77.1
2024-08-05,Child 10,10,7,82.57
2024-08-06,Child 1,10,6,97.38
2024-08-06,Child 2,10,10,71.16
2024-08-06,Child 3,10,10,82.25
2024-08-06,Child 4,10,3,84.13
2024-08-06,Child 5,10,1,70.14
2024-08-06,Child 6,10,0,0.0
2024-08-06,Child 7,10,0,0.0
2024-08-06,Child 8,10,10,99.68
2024-08-06,Child 9,10,0,0.0
2024-08-06,Child 10,10,4,90.61
2024-08-07,Child 1,10,1,84.1
2024-08-07,Child 2,10,3,64.11
2024-08-07,Child 3,10,9,71.51
2024-08-07,Child 4,10,1,86.95
2024-08-07,Child 5,10,2,72.97
2024-08-07,Child 6,10,9,95.58
2024-08-07,Child 7,10,5,84.13
2024-08-07,Child 8,10,1,83.01
2024-08-07,Child 9,10,3,71.04
2024-08-07,Child 10,10,8,60.74
2024-08-08,Child 1,10,9,87.69
2024-08-08,Child 2,10,7,72.95
2024-08-08,Child 3,10,7,89.88
2024-08-08,Child 4,10,9,70.04
2024-08-08,Child 5,10,5,65.24
2024-08-08,Child 6,10,5,64.88
2024-08-08,Child 7,10,1,61.8
2024-08-08,Child 8,10,8,99.88
2024-08-08,Child 9,10,9,83.77
2024-08-08,Child 10,10,7,65.06
2024-08-09,Child 1,10,9,60.55
2024-08-09,Child 2,10,8,70.34
2024-08-09,Child 3,10,3,79.31
2024-08-09,Child 4,10,1,77.06
2024-08-09,Child 5,10,3,66.99
2024-08-09,Child 6,10,10,85.34
2024-08-09,Child 7,10,8,98.61
2024-08-09,Child 8,10,4,83.08
2024-08-09,Child 9,10,6,80.01
2024-08-09,Child 10,10,9,81.87
2024-08-10,Child 1,10,4,84.04
2024-08-10,Child 2,10,1,96.69
2024-08-10,Child 3,10,5,65.73
2024-08-10,Child 4,10,3,99.66
2024-08-10,Child 5,10,5,81.02
2024-08-10,Child 6,10,3,84.22
2024-08-10,Child 7,10,0,0.0
2024-08-10,Child 8,10,3,84.58
2024-08-10,Child 9,10,5,71.83
2024-08-10,Child 10,10,10,63.27
2024-08-11,Child 1,10,4,86.47
2024-08-11,Child 2,10,7,65.11
2024-08-11,Child 3,10,6,60.65
2024-08-11,Child 4,10,5,87.39
2024-08-11,Child 5,10,0,0.0
2024-08-11,Child 6,10,6,82.26
2024-08-11,Child 7,10,6,65.05
2024-08-11,Child 8,10,0,0.0
2024-08-11,Child 9,10,8,78.43
2024-08-11,Child 10,10,1,72.73
2024-08-12,Child 1,10,10,76.08
2024-08-12,Child 2,10,7,71.53
2024-08-12,Child 3,10,10,60.0
2024-08-12,Child 4,10,2,74.26
2024-08-12,Child 5,10,2,65.93
2024-08-12,Child 6,10,6,92.61
2024-08-12,Child 7,10,10,92.94
2024-08-12,Child 8,10,4,80.58
2024-08-12,Child 9,10,5,92.49
2024-08-12,Child 10,10,5,86.65
2024-08-13,Child 1,10,4,75.55
2024-08-13,Child 2,10,8,75.6
2024-08-13,Child 3,10,0,0.0
2024-08-13,Child 4,10,3,65.52
2024-08-13,Child 5,10,10,93.19
2024-08-13,Child 6,10,5,77.76
2024-08-13,Child 7,10,5,94.94
2024-08-13,Child 8,10,2,95.65
2024-08-13,Child 9,10,2,92.5
2024-08-13,Child 10,10,9,79.06
2024-08-14,Child 1,10,0,0.0
2024-08-14,Child 2,10,0,0.0
2024-08-14,Child 3,10,1,86.9
2024-08-14,Child 4,10,5,83.69
2024-08-14,Child 5,10,2,74.59
2024-08-14,Child 6,10,2,86.66
2024-08-14,Child 7,10,3,88.02
2024-08-14,Child 8,10,8,92.16
2024-08-14,Child 9,10,2,80.0
2024-08-14,Child 10,10,5,63.7
2024-08-15,Child 1,10,10,67.47
2024-08-15,Child 2,10,8,71.38
2024-08-15,Child 3,10,3,79.68
2024-08-15,Child 4,10,5,69.3
2024-08-15,Child 5,10,7,65.02
2024-08-15,Child 6,10,9,80.94
2024-08-15,Child 7,10,2,79.14
2024-08-15,Child 8,10,10,71.11
2024-08-15,Child 9,10,8,63.44
2024-08-15,Child 10,10,2,93.3
2024-08-16,Child 1,10,2,83.42
2024-08-16,Child 2,10,6,69.35
2024-08-16,Child 3,10,9,71.83
2024-08-16,Child 4,10,10,61.66
2024-08-16,Child 5,10,10,70.87
2024-08-16,Child 6,10,5,70.09
2024-08-16,Child 7,10,5,86.12
2024-08-16,Child 8,10,0,0.0
2024-08-16,Child 9,10,2,92.4
2024-08-16,Child 10,10,10,65.43
2024-08-17,Child 1,10,7,62.99
2024-08-17,Child 2,10,6,78.65
2024-08-17,Child 3,10,8,88.02
2024-08-17,Child 4,10,5,82.26
2024-08-17,Child 5,10,10,97.66
2024-08-17,Child 6,10,4,60.84
2024-08-17,Child 7,10,7,96.96
2024-08-17,Child 8,10,8,93.33
2024-08-17,Child 9,10,5,73.25
2024-08-17,Child 10,10,5,85.12
2024-08-18,Child 1,10,0,0.0
2024-08-18,Child 2,10,6,78.17
2024-08-18,Child 3,10,10,74.8
2024-08-18,Child 4,10,8,70.04
2024-08-18,Child 5,10,6,72.72
2024-08-18,Child 6,10,10,98.77
2024-08-18,Child 7,10,9,92.63
2024-08-18,Child 8,10,2,63.07
2024-08-18,Child 9,10,2,86.32
2024-08-18,Child 10,10,0,0.0
2024-08-19,Child 1,10,2,78.07
2024-08-19,Child 2,10,3,76.03
2024-08-19,Child 3,10,7,99.43
2024-08-19,Child 4,10,5,75.49
2024-08-19,Child 5,10,4,77.68
2024-08-19,Child 6,10,3,75.88
2024-08-19,Child 7,10,6,76.6
2024-08-19,Child 8,10,6,85.95
2024-08-19,Child 9,10,1,67.91
2024-08-19,Child 10,10,9,79.1
2024-08-20,Child 1,10,6,81.01
2024-08-20,Child 2,10,1,76.06
2024-08-20,Child 3,10,3,71.89
2024-08-20,Child 4,10,4,87.02
2024-08-20,Child 5,10,3,89.37
2024-08-20,Child 6,10,10,87.93
2024-08-20,Child 7,10,3,82.09
2024-08-20,Child 8,10,1,94.88
2024-08-20,Child 9,10,2,64.66
2024-08-20,Child 10,10,7,92.12
2024-08-21,Child 1,10,1,81.2
2024-08-21,Child 2,10,10,82.63
2024-08-21,Child 3,10,8,75.85
2024-08-21,Child 4,10,2,66.06
2024-08-21,Child 5,10,10,74.86
2024-08-21,Child 6,10,4,63.22
2024-08-21,Child 7,10,9,78.8
2024-08-21,Child 8,10,8,93.14
2024-08-21,Child 9,10,5,79.07
2024-08-21,Child 10,10,3,91.34
2024-08-22,Child 1,10,4,67.81
2024-08-22,Child 2,10,0,0.0
2024-08-22,Child 3,10,9,99.51
2024-08-22,Child 4,10,9,67.09
2024-08-22,Child 5,10,5,84.13
2024-08-22,Child 6,10,7,76.22
2024-08-22,Child 7,10,4,76.91
2024-08-22,Child 8,10,4,60.42
2024-08-22,Child 9,10,9,79.25
2024-08-22,Child 10,10,4,91.44
2024-08-23,Child 1,10,10,73.67
2024-08-23,Child 2,10,5,63.45
2024-08-23,Child 3,10,6,69.07
2024-08-23,Child 4,10,10,65.29
2024-08-23,Child 5,10,1,85.76
2024-08-23,Child 6,10,4,64.66
2024-08-23,Child 7,10,1,83.98
2024-08-23,Child 8,10,10,78.37
2024-08-23,Child 9,10,5,68.65
2024-08-23,Child 10,10,0,0.0
2024-08-24,Child 1,10,10,67.88
2024-08-24,Child 2,10,10,93.05
2024-08-24,Child 3,10,1,70.58
2024-08-24,Child 4,10,1,91.99
2024-08-24,Child 5,10,5,68.73
2024-08-24,Child 6,10,5,78.64
2024-08-24,Child 7,10,6,83.94
2024-08-24,Child 8,10,6,69.9
2024-08-24,Child 9,10,6,84.2
2024-08-24,Child 10,10,2,85.03
2024-08-25,Child 1,10,8,60.84
2024-08-25,Child 2,10,5,62.38
2024-08-25,Child 3,10,6,91.51
2024-08-25,Child 4,10,4,80.94
2024-08-25,Child 5,10,9,81.72
2024-08-25,Child 6,10,9,63.2
2024-08-25,Child 7,10,10,66.53
2024-08-25,Child 8,10,2,89.69
2024-08-25,Child 9,10,2,62.05
2024-08-25,Child 10,10,5,80.47
2024-08-26,Child 1,10,2,95.34
2024-08-26,Child 2,10,7,93.57
2024-08-26,Child 3,10,3,78.98
2024-08-26,Child 4,10,2,62.48
2024-08-26,Child 5,10,7,82.95
2024-08-26,Child 6,10,2,95.12
2024-08-26,Child 7,10,4,61.95
2024-08-26,Child 8,10,6,61.76
2024-08-26,Child 9,10,8,96.11
2024-08-26,Child 10,10,0,0.0
2024-08-27,Child 1,10,4,78.05
2024-08-27,Child 2,10,9,97.84
2024-08-27,Child 3,10,7,71.86
2024-08-27,Child 4,10,8,97.48
2024-08-27,Child 5,10,8,65.08
2024-08-27,Child 6,10,9,90.27
2024-08-27,Child 7,10,8,66.64
2024-08-27,Child 8,10,6,99.58
2024-08-27,Child 9,10,4,97.96
2024-08-27,Child 10,10,1,97.12
2024-08-28,Child 1,10,10,82.19
2024-08-28,Child 2,10,1,86.9
2024-08-28,Child 3,10,8,62.22
2024-08-28,Child 4,10,7,76.43
2024-08-28,Child 5,10,8,76.62
2024-08-28,Child 6,10,3,83.18
2024-08-28,Child 7,10,3,67.08
2024-08-28,Child 8,10,1,61.66
2024-08-28,Child 9,10,9,83.97
2024-08-28,Child 10,10,7,72.61
2024-08-29,Child 1,10,4,63.88
2024-08-29,Child 2,10,5,84.7
2024-08-29,Child 3,10,1,87.1
2024-08-29,Child 4,10,6,64.49
2024-08-29,Child 5,10,1,85.11
2024-08-29,Child 6,10,6,91.3
2024-08-29,Child 7,10,2,73.0
2024-08-29,Child 8,10,9,94.97
2024-08-29,Child 9,10,5,89.21
2024-08-29,Child 10,10,7,75.97
2024-08-30,Child 1,10,2,89.59
2024-08-30,Child 2,10,5,67.24
2024-08-30,Child 3,10,5,67.79
2024-08-30,Child 4,10,6,70.91
2024-08-30,Child 5,10,10,74.88
2024-08-30,Child 6,10,10,62.72
2024-08-30,Child 7,10,0,0.0
2024-08-30,Child 8,10,4,87.68
2024-08-30,Child 9,10,1,86.09
2024-08-30,Child 10,10,7,81.94
2024-08-31,Child 1,10,6,82.74
2024-08-31,Child 2,10,5,65.41
2024-08-31,Child 3,10,2,75.84
2024-08-31,Child 4,10,7,66.35
2024-08-31,Child 5,10,6,82.87
2024-08-31,Child 6,10,9,96.28
2024-08-31,Child 7,10,8,76.36
2024-08-31,Child 8,10,5,74.22
2024-08-31,Child 9,10,6,79.35
2024-08-31,Child 10,10,6,83.56
2024-09-01,Child 1,10,10,73.99
2024-09-01,Child 2,10,0,0.0
2024-09-01,Child 3,10,4,78.87
2024-09-01,Child 4,10,6,72.6
2024-09-01,Child 5,10,1,62.77
2024-09-01,Child 6,10,7,70.18
2024-09-01,Child 7,10,6,91.21
2024-09-01,Child 8,10,3,87.97
2024-09-01,Child 9,10,10,87.8
2024-09-01,Child 10,10,8,91.85
2024-09-02,Child 1,10,9,80.53
2024-09-02,Child 2,10,0,0.0
2024-09-02,Child 3,10,6,72.69
2024-09-02,Child 4,10,5,76.76
2024-09-02,Child 5,10,0,0.0
2024-09-02,Child 6,10,8,67.31
2024-09-02,Child 7,10,9,60.26
2024-09-02,Child 8,10,5,96.32
2024-09-02,Child 9,10,5,63.65
2024-09-02,Child 10,10,10,83.39
2024-09-03,Child 1,10,7,65.14
2024-09-03,Child 2,10,4,78.87
2024-09-03,Child 3,10,7,61.24
2024-09-03,Child 4,10,0,0.0
2024-09-03,Child 5,10,3,76.29
2024-09-03,Child 6,10,2,95.86
2024-09-03,Child 7,10,3,71.02
2024-09-03,Child 8,10,0,0.0
2024-09-03,Child 9,10,10,83.52
2024-09-03,Child 10,10,1,85.08
2024-09-04,Child 1,10,6,77.19
2024-09-04,Child 2,10,5,96.52
2024-09-04,Child 3,10,0,0.0
2024-09-04,Child 4,10,9,67.23
2024-09-04,Child 5,10,1,67.25
2024-09-04,Child 6,10,7,69.87
2024-09-04,Child 7,10,1,77.44
2024-09-04,Child 8,10,5,83.59
2024-09-04,Child 9,10,5,84.62
2024-09-04,Child 10,10,10,63.51
